7888	5695	4222	2832	5881	4429	2414	906	7726	4530	3946	1255	1397	464	3435	6973	7501	4623	5312	676	10906	580	706	5819	3891	10675	11108	1628	6851	12993	6949	5638	5530	5534	6050	5632	1740	1233	5352	6443	6247	6274	6126	4422	6729	6621	4653	2568	2279	3132	1870	2982	3899	1870	1812	991	3025	3528	4131	2630	1512	3461	5587	2056	8619	1740	1640	1512	2026	1945	2698	2708	3631	3168	4278	2509	2133	1740	4432	4478	4020	5010	3714	3414	2757	3427	2133	2957	3166	3250	2117	2252	2439	2957	4268	4733	2139	2349	4457	4596	2380	3036	4027	478	580	820	1050	935	820	1526	1069	1512	743	1816	1323	1649	0	1038	164	836	957	492	2297	706	706	1801	1276
6694	4916	5838	3382	4334	2794	2533	1724	7958	4518	3123	2900	2117	1323	4829	7023	7356	5695	6055	1038	10267	1069	1094	7419	3089	9684	9977	3009	8399	11345	5312	6247	4178	5273	4989	7215	3364	2881	6918	7348	7190	7267	7137	3735	5801	5800	3946	1467	1353	2447	1713	2708	3777	2279	2461	1628	3872	4073	4417	3156	2563	4432	6837	3541	8481	3388	3285	3156	3641	3443	2491	2982	4306	2832	4306	3134	1982	2091	4514	4377	4222	5036	3045	2645	1276	1888	734	1689	1578	1612	1069	1094	1486	1411	2645	3166	591	734	2865	2953	778	1397	2414	1297	1358	1183	1160	844	1411	1578	1044	957	906	418	1870	0	1649	2133	1673	1774	1323	1160	2691	1211	2228	1578	1044
6892	6643	4410	1616	5341	4463	1094	418	9029	3208	4846	2091	259	998	3089	5665	6179	5881	6628	1556	9629	1297	991	6556	2786	11513	11837	1416	6758	12720	6644	6960	4739	4218	5000	5660	2167	1972	5332	7730	7527	7540	7389	5402	7597	7553	5627	3256	3051	4080	2957	4100	5093	3134	3117	2228	4343	4846	5424	3937	2832	2563	4989	1996	9849	2447	2231	2320	2900	1931	1435	1397	2504	1913	2957	1323	928	418	3117	3156	2718	3692	2555	2332	2391	3036	1870	2320	2900	3123	1561	1724	1673	2645	4359	4956	2461	2285	4631	4576	2617	3123	4158	1578	1740	1870	2075	1724	1996	2648	2026	1038	1358	1724	0	1870	1323	591	1486	2133	591	1353	998	1771	1166	778	844
6316	5256	5906	3132	4073	2767	2231	1673	8375	4150	3476	3065	1982	1416	4777	6648	6960	6060	6457	1297	9849	1249	1160	7632	2671	9958	10211	2994	8401	11214	5151	6657	3830	4873	4589	7248	3461	3025	6939	7738	7576	7647	7514	4101	6105	6126	4306	1816	1740	2832	2129	3121	4190	2678	2844	1975	4254	4481	4835	3558	2900	4254	6713	3551	8883	3541	3412	3324	3840	3461	2133	2691	4060	2447	3946	2909	1661	1870	4158	4000	3889	4669	2630	2228	957	1616	348	1297	1353	1476	656	676	1069	1142	2648	3231	844	580	2909	2900	928	1402	2439	1548	1640	1508	1526	1160	1740	1982	1411	706	1100	0	1724	418	1816	2091	1874	2091	1255	1358	2436	1512	2303	1281	883
7323	5302	4946	2973	5173	3692	2320	1050	7796	4441	3511	1996	1548	478	4035	6939	7382	5074	5607	259	10584	164	367	6538	3449	10214	10587	2201	7540	12250	6210	5870	4894	5347	5530	6339	2466	1975	6050	6823	6644	6696	6556	4052	6281	6218	4278	1986	1740	2730	1612	2750	3764	1903	1972	1038	3340	3701	4190	2767	1888	3835	6122	2698	8526	2483	2380	2252	2750	2594	2466	2706	3856	2900	4203	2678	1888	1713	4385	4348	4022	4946	3322	2973	2056	2715	1435	2323	2439	2509	1512	1624	1888	2240	3536	4022	1416	1612	3735	3856	1649	2297	3297	464	591	580	743	367	778	1323	676	991	0	1100	1358	906	743	1397	778	1069	778	259	2334	519	1353	1486	836
6381	5869	5347	2439	4463	3425	1578	1069	8719	3603	4073	2678	1297	1050	4119	6113	6493	6052	6596	1249	9601	1069	812	7265	2458	10633	10905	2380	7773	11753	5675	6851	4027	4429	4561	6649	2964	2607	6329	7813	7633	7681	7540	4676	6757	6756	4890	2422	2285	3372	2461	3551	4605	2865	2957	2026	4331	4676	5128	3741	2870	3549	6016	2953	9350	3123	2957	2935	3490	2872	1578	2026	3366	1969	3382	2207	1038	1166	3583	3480	3275	4119	2334	1982	1397	2065	836	1467	1888	2091	625	778	928	1640	3322	3925	1512	1249	3598	3541	1628	2091	3123	1435	1578	1556	1673	1255	1767	2228	1578	0	991	706	1038	957	1512	1476	1624	2056	676	1183	1744	1508	1816	625	259
7727	4676	5214	3641	5347	3573	2994	1689	7148	5109	2902	2158	2201	1069	4505	7610	8040	4653	5064	478	11166	734	1038	6505	3995	9628	10043	2691	7885	12194	6225	5292	5221	5993	5993	6648	2750	2189	6381	6330	6165	6236	6103	3414	5685	5598	3642	1508	1211	2101	935	2075	3089	1297	1435	591	2844	3113	3551	2179	1526	4446	6649	3123	7850	2645	2607	2391	2794	3012	3117	3382	4512	3536	4873	3340	2544	2389	5058	5010	4698	5616	3899	3528	2320	2921	1755	2708	2594	2568	1982	2056	2391	2447	3388	3777	1297	1755	3528	3764	1556	2231	3134	591	519	259	116	328	418	656	0	1578	676	1411	2026	1044	1069	1986	991	778	1453	706	3009	367	1774	2133	1476
8259	4178	5396	4254	5726	3735	3642	2285	6493	5763	2461	2349	2803	1661	4894	8261	8696	4178	4478	1094	11798	1353	1673	6380	4620	9176	9650	3134	8121	12334	6463	4676	5714	6649	6567	6855	3012	2422	6613	5779	5627	5714	5587	2902	5232	5105	3134	1397	1069	1640	348	1467	2447	706	935	591	2323	2499	2900	1578	1255	4983	7080	3497	7207	2803	2825	2544	2832	3382	3773	4022	5105	4190	5526	3946	3200	3025	5708	5665	5341	6268	4537	4158	2822	3366	2311	3267	3016	2921	2594	2650	3009	2909	3528	3805	1628	2216	3603	3946	1870	2504	3269	1100	957	778	580	984	706	0	656	2228	1323	1982	2648	1578	1526	2533	1397	844	2091	1297	3641	883	2207	2789	2133
8045	4878	4835	3583	5739	3991	3036	1612	7054	5168	3141	1771	2129	998	4216	7650	8124	4331	4829	519	11362	743	1069	6088	4222	9866	10319	2436	7527	12612	6640	5093	5569	6105	6279	6278	2391	1816	6020	6055	5881	5939	5801	3603	5921	5805	3835	1870	1556	2323	1050	2167	3113	1148	1194	259	2568	2928	3445	1996	1160	4278	6389	2822	7858	2252	2231	1996	2380	2708	3225	3388	4417	3668	4924	3269	2645	2391	5096	5088	4711	5665	4100	3748	2678	3299	2088	3025	2982	2973	2252	2346	2645	2822	3805	4184	1713	2139	3941	4182	1972	2648	3551	418	259	232	328	580	0	706	418	1767	778	1740	1996	1411	820	1834	696	367	1476	656	2994	259	1508	2252	1612
7468	4939	5151	3340	5179	3536	2671	1411	7475	4783	3151	2133	1913	812	4334	7285	7712	4906	5364	259	10850	464	734	6592	3687	9863	10250	2504	7786	12136	6129	5603	4989	5665	5712	6566	2671	2139	6288	6613	6443	6506	6371	3687	5926	5857	3913	1661	1397	2366	1255	2389	3412	1612	1724	820	3123	3425	3877	2491	1740	4190	6447	2973	8173	2625	2555	2380	2832	2865	2789	3065	4222	3208	4548	3045	2216	2075	4733	4682	4377	5290	3583	3217	2101	2730	1508	2447	2422	2439	1689	1774	2091	2252	3364	3805	1233	1578	3536	3714	1486	2158	3117	492	519	348	418	0	580	984	328	1255	367	1160	1724	844	935	1740	906	935	1142	478	2698	367	1616	1805	1148
7842	4663	5153	3687	5461	3668	3062	1724	7062	5184	2900	2091	2240	1100	4482	7681	8121	4537	4956	519	11267	778	1094	6406	4100	9629	10057	2678	7835	12290	6329	5188	5337	6079	6105	6592	2698	2129	6329	6218	6052	6122	5988	3396	5684	5587	3626	1556	1249	2091	883	2026	3025	1194	1323	478	2730	3009	3461	2075	1411	4463	6637	3095	7786	2576	2547	2320	2708	2982	3200	3443	4549	3624	4946	3382	2625	2447	5128	5088	4762	5689	4000	3631	2436	3036	1870	2822	2708	2678	2091	2167	2499	2563	3480	3856	1402	1870	3613	3861	1661	2334	3225	580	478	232	0	418	328	580	116	1673	743	1526	2075	1160	1050	2002	957	676	1512	734	3065	348	1755	2216	1561
7814	4894	4956	3476	5515	3805	2881	1508	7220	5010	3132	1903	2026	883	4254	7501	7957	4561	5042	328	11157	580	906	6288	4007	9861	10287	2447	7626	12421	6435	5295	5337	5926	6052	6388	2491	1931	6122	6278	6105	6165	6029	3626	5916	5819	3856	1767	1467	2323	1100	2240	3223	1323	1402	478	2789	3123	3613	2189	1392	4234	6406	2870	7980	2391	2349	2139	2555	2757	3045	3250	4331	3480	4769	3168	2466	2252	4946	4921	4571	5511	3891	3534	2447	3071	1856	2794	2757	2757	2026	2117	2422	2594	3624	4027	1512	1913	3773	3991	1771	2447	3372	348	259	0	232	348	232	778	259	1556	580	1508	1870	1183	820	1774	734	591	1323	519	2865	116	1526	2065	1416
7909	5116	4698	3324	5689	4040	2789	1353	7301	4921	3366	1649	1870	743	4005	7399	7881	4482	5032	348	11154	519	836	6073	4035	10095	10532	2207	7367	12649	6648	5312	5463	5870	6122	6129	2231	1673	5862	6236	6055	6105	5965	3844	6149	6042	4075	2026	1724	2552	1297	2422	3372	1397	1416	492	2757	3156	3692	2228	1297	4027	6165	2617	8117	2139	2091	1888	2320	2504	2994	3134	4158	3443	4676	3009	2414	2139	4846	4846	4457	5416	3899	3558	2594	3236	1986	2900	2935	2957	2101	2207	2480	2757	3863	4278	1740	2091	4020	4222	1996	2671	3613	164	0	259	478	519	259	957	519	1578	591	1640	1740	1358	580	1578	478	478	1233	418	2738	164	1281	2029	1402
7786	5241	4666	3166	5613	4027	2625	1194	7465	4757	3480	1640	1713	580	3913	7235	7717	4618	5188	259	10998	367	676	6122	3889	10209	10633	2101	7315	12622	6605	5472	5356	5708	5988	6088	2189	1649	5814	6383	6200	6247	6105	3971	6264	6165	4202	2091	1801	2671	1435	2568	3528	1561	1578	656	2909	3318	3856	2391	1435	3891	6060	2533	8276	2133	2065	1888	2349	2422	2832	2971	4007	3283	4512	2853	2252	1975	4682	4682	4294	5252	3748	3412	2504	3156	1888	2786	2865	2907	1975	2088	2346	2678	3856	4294	1724	2026	4027	4203	1975	2645	3609	0	164	348	580	492	418	1100	591	1435	464	1548	1578	1297	478	1435	418	625	1069	259	2576	232	1183	1870	1249
6029	4027	8243	5437	2900	478	4463	4101	8256	5971	2715	5250	4417	3735	7213	8302	8379	7260	7196	3364	10417	3461	3507	9620	3889	8034	8105	5411	10810	9075	3236	7200	3480	6346	4840	9629	5763	5252	9332	8597	8497	8634	8532	3322	4505	4693	3425	1945	2240	2671	3123	3366	4216	3856	4158	3668	5402	5252	5225	4530	4518	6644	9138	5952	8204	5742	5665	5496	5926	5855	4182	4921	6350	4298	5829	5261	3891	4256	6060	5759	5917	6465	4052	3663	1975	1689	2311	2447	1512	1160	2730	2594	2909	1740	259	820	1888	1874	478	706	1649	1038	0	3609	3613	3372	3225	3117	3551	3269	3134	3123	3297	2439	4158	2414	4027	4518	4020	3898	3685	3536	4756	3449	4640	3602	3322
6055	4410	7235	4446	3250	1397	3488	3065	8197	5149	2794	4278	3382	2718	6175	7562	7731	6649	6764	2391	10129	2461	2483	8734	3223	8808	8969	4377	9781	9979	3995	6848	3449	5656	4601	8607	4760	4268	8307	8133	8007	8120	8005	3449	5088	5194	3609	1435	1628	2439	2447	3012	4007	3166	3435	2803	4779	4769	4895	3946	3707	5627	8108	4923	8392	4769	4676	4530	4989	4828	3256	3951	5367	3435	4983	4254	2909	3236	5210	4956	5022	5657	3322	2909	1100	1160	1297	1661	820	519	1744	1624	1986	935	1255	1834	935	844	1508	1561	676	0	1038	2645	2671	2447	2334	2158	2648	2504	2231	2091	2297	1402	3123	1397	3036	3482	3045	3009	2648	2544	3757	2509	3624	2594	2285
6501	4410	6595	4060	3856	2052	3151	2499	7858	4997	2671	3613	2870	2091	5607	7471	7722	6042	6236	1724	10371	1812	1870	8058	3285	9040	9283	3787	9173	10653	4669	6359	3913	5632	4928	7983	4114	3609	7689	7584	7447	7548	7428	3318	5211	5256	3507	1069	1142	2139	1860	2594	3641	2555	2806	2133	4178	4234	4440	3372	3045	5168	7600	4317	8202	4104	4020	3863	4315	4218	3012	3613	4988	3275	4807	3835	2576	2794	5026	4829	4783	5515	3318	2900	1160	1548	991	1724	1183	1050	1467	1402	1816	1142	1888	2389	259	580	2091	2228	0	676	1649	1975	1996	1771	1661	1486	1972	1870	1556	1628	1649	928	2617	778	2380	2909	2380	2334	2091	1888	3364	1834	2994	2207	1774
5502	4505	8786	5723	2285	232	4733	4571	8878	6033	3348	5838	4835	4268	7660	8259	8256	7964	7896	3951	10028	4020	4027	10267	3856	8165	8131	5893	11300	8430	2533	7891	3036	6279	4478	10145	6316	5829	9838	9298	9200	9339	9237	3925	4846	5088	4007	2645	2935	3364	3816	4067	4894	4549	4847	4317	6105	5957	5917	5234	5188	6979	9505	6450	8734	6329	6236	6090	6542	6359	4391	5179	6613	4432	5917	5580	4182	4618	6149	5805	6060	6505	4067	3712	2240	1755	2706	2594	1724	1453	3062	2909	3156	1982	464	906	2483	2320	676	0	2228	1561	706	4203	4222	3991	3861	3714	4182	3946	3764	3541	3856	2900	4576	2953	4596	4989	4605	4537	4153	4104	5064	4060	5173	3946	3764
6177	3830	8678	5915	2957	492	4939	4565	8222	6418	2708	5665	4890	4182	7678	8722	8771	7489	7341	3787	10675	3898	3959	9979	4305	7631	7667	5870	11263	8734	3036	7309	3692	6756	5109	10073	6196	5675	9781	8749	8662	8811	8715	3267	4203	4429	3340	2231	2547	2806	3425	3528	4294	4150	4463	4040	5650	5437	5341	4769	4858	7122	9613	6406	8058	6157	6090	5908	6321	6308	4653	5397	6827	4757	6281	5739	4368	4733	6513	6201	6380	6907	4482	4101	2447	2117	2789	2902	1972	1628	3208	3071	3382	2207	367	348	2320	2349	0	676	2091	1508	478	4027	4020	3773	3613	3536	3941	3603	3528	3598	3735	2909	4631	2865	4457	4981	4441	4278	4150	3968	5234	3856	5084	4080	3793
6052	4981	6480	3613	3602	2189	2668	2252	8399	4440	3250	3603	2544	1975	5352	6903	7144	6381	6669	1767	9817	1771	1724	8145	2708	9556	9761	3573	8981	10652	4601	6823	3497	5054	4417	7827	4027	3573	7519	7991	7842	7930	7803	3898	5759	5819	4086	1640	1673	2708	2279	3123	4182	2921	3134	2346	4537	4670	4935	3777	3281	4783	7265	4131	8777	4086	3968	3861	4360	4040	2480	3132	4537	2715	4256	3414	2088	2391	4478	4265	4254	4956	2738	2320	625	1166	464	1160	844	906	935	844	1249	696	2075	2678	676	0	2349	2320	580	844	1874	2026	2091	1913	1870	1578	2139	2216	1755	1249	1612	580	2285	734	2349	2671	2389	2504	1834	1870	2921	1945	2872	1755	1453
6696	4417	6359	3951	4101	2303	3071	2311	7722	4983	2648	3364	2708	1870	5407	7472	7755	5805	6029	1476	10491	1578	1661	7799	3364	9122	9396	3581	8952	10910	4928	6167	4119	5664	5088	7755	3877	3364	7465	7367	7226	7323	7200	3283	5261	5283	3482	998	998	2052	1640	2447	3507	2320	2563	1874	3944	4027	4265	3151	2789	5022	7428	4101	8124	3856	3777	3613	4060	4000	2973	3528	4878	3269	4783	3712	2504	2668	4997	4825	4733	5501	3372	2957	1297	1755	998	1834	1397	1297	1453	1416	1834	1323	2133	2607	0	676	2320	2483	259	935	1888	1724	1740	1512	1402	1233	1713	1628	1297	1512	1416	844	2461	591	2139	2715	2133	2075	1913	1649	3256	1578	2767	2117	1628
6380	3641	8955	6256	3123	778	5283	4878	8131	6764	2671	5926	5214	4476	7990	9060	9098	7593	7382	4060	10934	4182	4259	10185	4643	7304	7325	6175	11559	8564	3016	7323	3941	7091	5382	10360	6473	5942	10071	8793	8715	8872	8782	3185	3941	4190	3236	2414	2738	2870	3603	3602	4298	4317	4636	4268	5773	5515	5367	4890	5058	7457	9942	6705	7888	6417	6359	6165	6562	6605	5000	5742	7170	5105	6628	6078	4711	5067	6860	6547	6728	7252	4825	4446	2794	2461	3123	3250	2320	1975	3549	3414	3728	2555	706	0	2607	2678	348	906	2389	1834	820	4294	4278	4027	3856	3805	4184	3805	3777	3925	4022	3231	4956	3166	4733	5292	4711	4512	4464	4248	5574	4114	5374	4417	4114
5890	4131	8481	5599	2715	232	4618	4317	8437	6060	2900	5496	4618	3968	7425	8356	8404	7512	7432	3609	10340	3699	3735	9877	3939	7998	8031	5632	11035	8817	2982	7428	3372	6389	4769	9860	6002	5496	9561	8835	8738	8878	8777	3490	4548	4760	3581	2201	2499	2900	3382	3603	4432	4114	4417	3925	5657	5496	5453	4783	4777	6823	9328	6177	8337	5988	5908	5744	6179	6082	4317	5074	6506	4408	5926	5433	4052	4440	6158	5842	6033	6547	4119	3741	2117	1755	2499	2552	1628	1297	2900	2757	3051	1870	0	706	2133	2075	367	464	1888	1255	259	3856	3863	3624	3480	3364	3805	3528	3388	3322	3536	2648	4359	2645	4268	4735	4265	4153	3899	3777	4924	3699	4873	3778	3528
5374	5341	6984	3744	2935	1913	2757	2708	8993	4254	3692	4203	2900	2547	5731	6640	6797	7077	7348	2422	9258	2391	2288	8775	2288	9707	9827	4020	9402	10116	4040	7489	2806	4723	3787	8288	4571	4158	7967	8678	8532	8622	8497	4348	6020	6129	4518	2189	2285	3250	2957	3735	4777	3613	3830	3036	5232	5347	5580	4463	3971	4997	7527	4593	9278	4676	4537	4463	4983	4512	2447	3208	4643	2563	4101	3598	2201	2648	4331	4052	4178	4756	2391	1982	259	478	836	734	259	580	1094	935	1183	0	1870	2555	1323	696	2207	1982	1142	935	1740	2678	2757	2594	2563	2252	2822	2909	2447	1640	2240	1142	2645	1411	2957	3117	3016	3185	2303	2499	3082	2617	3412	1972	1888
5453	6225	6082	2568	3668	3095	1578	1874	9442	3192	4476	3573	1903	1975	4682	5656	5921	6962	7454	2139	8793	1986	1740	8145	1612	10784	10954	3089	8373	11074	5010	7681	3123	3830	3642	7312	3793	3490	6976	8700	8526	8582	8443	5116	7007	7067	5312	2832	2794	3877	3185	4190	5260	3687	3816	2900	5211	5501	5890	4570	3777	3840	6381	3668	9942	4000	3816	3826	4391	3603	1276	2026	3461	1467	3012	2439	1038	1561	3236	3016	3036	3707	1561	1160	935	1453	836	656	1435	1755	418	418	0	1183	3051	3728	1834	1249	3382	3156	1816	1986	2909	2346	2480	2422	2499	2091	2645	3009	2391	928	1888	1069	1673	1486	2439	2231	2552	2957	1548	2101	1920	2391	2678	906	1166
5703	5810	6105	2844	3685	2825	1870	1834	9049	3598	4058	3449	1975	1801	4802	6070	6339	6677	7117	1860	9173	1744	1548	8038	1996	10397	10587	3121	8481	11002	4924	7326	3281	4248	3939	7382	3741	3382	7056	8384	8216	8281	8145	4698	6603	6657	4894	2414	2380	3461	2806	3787	4857	3340	3490	2594	4895	5149	5511	4222	3497	4073	6596	3699	9528	3899	3735	3707	4256	3624	1640	2332	3757	1874	3412	2678	1297	1713	3633	3427	3414	4114	1969	1561	676	1312	418	706	1194	1467	164	0	418	935	2757	3414	1416	844	3071	2909	1402	1624	2594	2088	2207	2117	2167	1774	2346	2650	2056	778	1624	676	1724	1094	2252	2228	2346	2678	1453	1860	2167	2101	2594	1038	1038
5810	5866	5942	2708	3842	2973	1744	1673	9025	3534	4101	3301	1812	1661	4640	6019	6311	6579	7046	1755	9211	1624	1411	7889	2029	10490	10695	2957	8317	11166	5088	7267	3414	4222	4027	7218	3583	3231	6892	8302	8131	8191	8053	4735	6678	6721	4935	2447	2391	3480	2767	3777	4846	3275	3412	2504	4812	5088	5472	4158	3396	3925	6443	3536	9537	3748	3581	3558	4111	3461	1548	2207	3626	1816	3340	2533	1166	1556	3558	3372	3322	4052	1975	1578	836	1476	478	844	1353	1616	0	164	418	1094	2900	3549	1453	935	3208	3062	1467	1744	2730	1975	2101	2026	2091	1689	2252	2594	1982	625	1512	656	1561	1069	2117	2065	2216	2576	1297	1740	2026	2002	2439	883	883
5540	4873	7382	4305	2806	1358	3322	3134	8715	4825	3297	4505	3382	2881	6210	7190	7316	7091	7252	2648	9625	2671	2630	9028	2803	9146	9252	4457	9860	9747	3701	7348	2935	5256	4086	8719	4932	4478	8407	8612	8481	8587	8469	3951	5500	5632	4104	1945	2117	2957	2900	3522	4524	3603	3856	3156	5225	5252	5402	4410	4080	5540	8058	5020	8897	4989	4873	4762	5252	4932	3025	3777	5210	3141	4676	4145	2757	3168	4906	4618	4757	5323	2935	2533	820	656	1255	1297	367	0	1616	1467	1755	580	1297	1975	1297	906	1628	1453	1050	519	1160	2907	2957	2757	2678	2439	2973	2921	2568	2091	2509	1476	3123	1612	3250	3551	3283	3340	2718	2767	3633	2803	3777	2499	2320
