1418	828	260	2693	2661	2886	2636	2604	2543	2512	2724	2723	2428	2393	2362	2340	2305	2449	2452	2123	2087	2014	2010	1969	2038	1998	1967	1938	1937	1968	2008	1971	1930	1898	1851	1950	1910	1830	1800	2096	2105	1720	1665	1619	1846	1861	1343	1353	1293	1240	1178	1233	1296	1241	1174	1116	1028	1055	1116	1185	993	1058	1131	1128	1065	892	1416	1450	898	820	1260	1305	553	461	434	400	316	400	531	664	650	512	375	285	255	346	492	634	692	592	160	1150	1210	306	0	32	672	573	150	181	1160	1227	393	300	331
1331	716	217	2655	2623	2722	2522	2502	2506	2475	2560	2552	2354	2357	2327	2219	2196	2272	2268	2047	2044	1959	1965	1927	1918	1901	1898	1896	1867	1870	1887	1849	1831	1828	1809	1815	1790	1780	1748	1898	1899	1638	1516	1487	1629	1636	1296	1199	1172	1168	1105	1109	1138	1077	1047	1042	988	979	984	1016	916	922	956	931	889	843	1148	1175	659	602	966	1008	409	441	405	349	340	266	289	385	364	260	235	317	296	197	227	341	389	292	227	845	907	0	306	313	398	312	364	382	878	947	307	464	488
1585	1136	1063	2873	2844	2536	2524	2541	2737	2710	2387	2355	2493	2604	2576	2226	2245	2080	2048	2210	2299	2193	2224	2197	1967	2022	2099	2171	2071	1994	1938	1901	1958	2037	2097	1831	1856	2052	2017	1671	1638	1845	1540	1572	1364	1331	1658	1293	1376	1502	1455	1325	1239	1184	1275	1409	1447	1365	1225	1131	1322	1177	1079	990	1043	1334	751	717	753	824	445	410	982	1161	1136	1094	1155	988	813	663	652	804	981	1150	1145	975	796	642	555	654	1120	71	0	907	1210	1213	579	677	1230	1236	282	307	967	1265	1275
1523	1066	997	2818	2788	2505	2480	2494	2681	2653	2354	2324	2441	2546	2519	2180	2197	2047	2017	2156	2241	2135	2165	2138	1917	1969	2042	2111	2014	1940	1888	1850	1904	1979	2036	1782	1805	1991	1957	1638	1607	1786	1489	1517	1331	1301	1593	1236	1315	1437	1389	1262	1180	1125	1211	1343	1379	1298	1161	1071	1254	1112	1017	929	979	1265	716	688	685	755	409	383	911	1091	1067	1024	1088	919	744	593	583	736	913	1082	1078	908	728	573	487	587	1056	0	71	845	1150	1154	533	629	1175	1182	307	345	921	1216	1227
1270	672	100	2561	2529	2728	2484	2455	2411	2380	2565	2564	2285	2261	2230	2187	2155	2289	2292	1979	1952	1875	1874	1834	1885	1849	1825	1803	1794	1819	1855	1817	1781	1755	1716	1795	1757	1692	1662	1935	1944	1573	1507	1464	1687	1702	1204	1194	1138	1094	1032	1078	1137	1081	1018	969	889	907	959	1025	845	900	971	968	905	750	1267	1304	744	663	1127	1176	393	315	285	244	174	240	384	529	519	370	217	142	111	192	356	509	578	476	0	1056	1120	227	160	188	625	536	297	327	1104	1174	441	442	473
1225	637	411	2566	2535	2517	2364	2354	2420	2390	2356	2343	2235	2274	2244	2058	2047	2060	2049	1931	1959	1865	1879	1845	1763	1768	1791	1815	1760	1737	1732	1693	1698	1722	1731	1648	1637	1695	1661	1672	1665	1526	1342	1330	1388	1388	1231	1031	1040	1085	1026	977	968	905	915	966	951	908	853	842	850	790	779	731	716	813	869	891	429	409	674	715	378	526	496	448	502	339	184	128	97	164	329	496	491	321	145	60	102	0	476	587	654	292	592	603	317	307	655	672	695	765	512	743	763
1243	679	512	2583	2552	2485	2354	2348	2438	2408	2325	2309	2241	2294	2264	2047	2042	2026	2012	1939	1979	1882	1900	1867	1757	1771	1804	1837	1774	1740	1726	1687	1701	1736	1755	1637	1632	1717	1683	1632	1621	1539	1330	1326	1341	1336	1264	1026	1050	1114	1056	989	963	900	928	1000	997	943	867	838	888	806	775	716	715	864	798	814	409	414	583	621	450	613	586	540	600	433	264	141	116	251	426	595	592	421	241	91	0	102	578	487	555	389	692	701	308	331	748	763	617	686	577	827	846
1177	599	435	2518	2487	2458	2308	2299	2372	2342	2297	2283	2184	2227	2197	2002	1992	2001	1990	1880	1912	1817	1833	1798	1708	1715	1741	1769	1711	1684	1677	1638	1646	1673	1686	1592	1582	1649	1615	1612	1605	1477	1285	1275	1328	1328	1189	976	989	1041	983	927	913	850	865	924	916	867	803	787	810	741	724	674	661	780	813	836	370	355	627	671	359	523	496	452	516	346	173	71	39	163	341	513	512	340	158	0	91	60	509	573	642	341	634	647	363	363	705	723	707	777	572	797	819
1149	542	278	2486	2454	2503	2319	2303	2338	2308	2341	2331	2169	2191	2161	2014	1997	2050	2045	1862	1876	1785	1796	1760	1715	1708	1718	1730	1687	1677	1684	1646	1638	1648	1645	1607	1588	1612	1578	1673	1673	1454	1305	1282	1402	1409	1136	989	976	997	936	913	927	865	850	874	843	813	787	803	752	724	741	709	674	701	929	960	432	379	771	820	254	383	352	303	360	194	71	173	163	39	185	355	354	182	0	158	241	145	356	728	796	227	492	508	426	386	581	602	838	908	512	690	715
1143	530	99	2461	2429	2565	2345	2321	2312	2281	2403	2398	2166	2163	2132	2043	2017	2121	2121	1859	1850	1767	1771	1733	1742	1718	1708	1702	1677	1687	1711	1673	1648	1638	1615	1644	1613	1587	1555	1759	1765	1450	1349	1314	1503	1517	1101	1034	993	976	913	931	974	915	869	850	792	787	808	857	724	747	800	789	733	647	1075	1113	553	475	942	994	227	249	213	157	183	71	195	347	342	186	39	175	172	0	182	340	421	321	192	908	975	197	346	369	548	481	464	491	998	1068	499	596	624
1165	574	84	2450	2418	2635	2381	2350	2300	2269	2472	2472	2177	2150	2119	2085	2051	2199	2204	1872	1842	1766	1764	1724	1783	1744	1717	1693	1686	1714	1753	1716	1676	1647	1606	1696	1656	1583	1552	1853	1864	1467	1412	1365	1612	1632	1095	1102	1038	987	925	979	1047	992	921	863	780	801	863	939	739	806	887	892	822	641	1223	1264	692	603	1108	1162	317	207	179	148	63	187	361	517	513	356	177	31	0	172	354	512	592	491	111	1078	1145	296	255	285	689	608	401	431	1155	1226	546	549	579
1134	546	100	2419	2387	2607	2351	2320	2269	2238	2444	2445	2146	2119	2088	2055	2021	2172	2178	1841	1811	1735	1733	1693	1753	1714	1686	1662	1655	1684	1724	1687	1646	1616	1575	1667	1626	1552	1521	1828	1840	1436	1384	1336	1589	1609	1064	1075	1009	957	894	950	1020	966	892	832	749	771	835	913	709	778	862	869	797	610	1208	1251	677	585	1100	1155	296	177	150	123	32	178	356	514	512	354	173	0	31	175	355	513	595	496	142	1082	1150	317	285	316	705	627	431	462	1167	1238	574	579	610
1104	491	119	2423	2391	2529	2306	2282	2273	2243	2366	2362	2127	2124	2094	2005	1978	2085	2086	1820	1811	1728	1732	1694	1703	1679	1669	1663	1638	1648	1673	1635	1609	1599	1577	1606	1575	1548	1516	1725	1732	1411	1312	1276	1472	1486	1062	996	954	937	874	893	937	879	831	811	754	748	770	821	685	709	764	756	697	609	1054	1093	527	445	931	984	189	218	184	129	175	32	184	341	339	181	0	173	177	39	185	341	426	329	217	913	981	235	375	400	574	510	498	525	1014	1085	538	632	661
1110	504	285	2448	2416	2466	2280	2264	2300	2270	2303	2295	2130	2153	2122	1975	1958	2014	2009	1823	1837	1747	1758	1722	1676	1669	1679	1691	1648	1638	1646	1607	1599	1609	1606	1569	1549	1573	1540	1638	1639	1416	1266	1243	1369	1376	1099	950	937	959	898	874	888	826	811	837	807	776	748	765	715	685	703	673	636	666	904	937	400	342	757	809	221	363	335	289	355	184	32	161	158	0	181	354	356	186	39	163	251	164	370	736	804	260	512	531	459	423	608	631	858	929	550	721	747
1139	565	440	2480	2449	2420	2269	2260	2334	2304	2259	2246	2145	2190	2160	1963	1953	1963	1953	1841	1874	1779	1795	1761	1669	1676	1703	1731	1673	1646	1638	1599	1607	1635	1649	1553	1543	1612	1577	1576	1570	1438	1246	1236	1293	1293	1153	937	950	1005	946	888	874	811	826	889	883	831	765	748	775	703	685	635	622	749	785	811	332	316	610	657	337	509	484	443	513	341	161	32	0	158	339	512	513	342	163	39	116	97	519	583	652	364	650	664	402	402	728	747	732	801	606	824	847
1108	537	446	2449	2418	2389	2237	2228	2304	2274	2228	2215	2113	2159	2129	1931	1921	1933	1922	1809	1844	1748	1764	1730	1637	1645	1672	1701	1641	1614	1606	1567	1575	1603	1618	1521	1511	1581	1547	1546	1540	1407	1215	1204	1264	1265	1124	905	919	975	917	857	842	779	795	859	856	803	733	716	747	672	653	603	590	723	763	791	301	284	598	648	321	499	476	437	512	339	158	0	32	161	341	514	517	347	173	71	141	128	529	593	663	385	664	680	433	434	747	767	753	821	634	847	870
1078	473	295	2416	2385	2435	2248	2232	2269	2238	2273	2265	2098	2121	2091	1943	1926	1984	1979	1791	1806	1715	1727	1690	1645	1637	1647	1660	1616	1606	1614	1575	1567	1577	1575	1537	1517	1542	1508	1610	1610	1384	1235	1211	1342	1350	1068	919	905	928	867	842	857	795	779	806	778	745	716	733	684	653	672	643	605	637	885	920	375	313	748	801	195	350	324	281	354	181	0	158	161	32	184	356	361	195	71	173	264	184	384	744	813	289	531	550	487	453	631	654	876	946	581	748	773
1072	459	140	2391	2359	2499	2275	2250	2242	2211	2336	2333	2095	2093	2062	1974	1947	2056	2057	1788	1779	1696	1700	1662	1672	1647	1637	1631	1606	1616	1641	1603	1577	1567	1545	1575	1543	1516	1484	1698	1706	1379	1282	1245	1446	1462	1031	966	923	905	842	861	908	850	800	779	722	716	739	792	653	678	736	729	669	578	1037	1078	508	423	923	978	159	195	162	110	173	0	181	339	341	184	32	178	187	71	194	346	433	339	240	919	988	266	400	425	596	535	526	554	1030	1100	570	662	691
1103	517	123	2387	2355	2578	2320	2289	2237	2206	2415	2417	2114	2087	2056	2025	1990	2145	2150	1809	1779	1703	1701	1661	1723	1683	1654	1630	1623	1652	1693	1656	1614	1584	1543	1637	1595	1520	1489	1802	1815	1405	1355	1307	1566	1587	1032	1047	979	925	863	921	992	939	863	801	717	739	806	887	678	750	836	846	772	578	1194	1238	661	568	1093	1150	277	145	120	100	0	173	354	512	513	355	175	32	63	183	360	516	600	502	174	1088	1155	340	316	347	723	647	463	493	1180	1251	604	611	642
1027	428	158	2328	2296	2487	2240	2211	2178	2147	2325	2325	2045	2029	1998	1943	1911	2051	2056	1738	1718	1638	1639	1600	1640	1606	1585	1569	1554	1575	1611	1573	1537	1515	1482	1551	1513	1456	1425	1705	1717	1331	1265	1220	1466	1487	968	954	894	853	790	834	899	844	775	727	655	665	716	791	602	659	739	746	674	512	1096	1141	564	469	1005	1063	177	92	56	0	100	110	281	437	443	289	129	123	148	157	303	452	540	448	244	1024	1094	349	400	429	702	637	541	571	1140	1210	640	686	717
986	398	207	2279	2247	2458	2202	2171	2129	2098	2296	2297	2000	1980	1949	1906	1872	2026	2032	1695	1670	1591	1591	1552	1604	1565	1540	1521	1509	1535	1574	1537	1497	1470	1434	1517	1476	1409	1378	1686	1700	1289	1236	1187	1454	1477	921	928	860	809	747	801	874	821	743	685	606	622	686	770	560	631	721	735	658	465	1106	1154	575	477	1030	1090	187	36	0	56	120	162	324	476	484	335	184	150	179	213	352	496	586	496	285	1067	1136	405	434	465	757	693	580	610	1190	1260	693	727	757
957	377	242	2246	2214	2437	2175	2143	2097	2066	2275	2277	1970	1947	1916	1880	1845	2007	2014	1665	1637	1560	1559	1519	1578	1537	1510	1488	1479	1507	1549	1512	1469	1440	1401	1494	1451	1377	1346	1670	1686	1260	1214	1164	1443	1468	889	909	836	780	718	778	856	805	721	656	574	594	666	755	532	611	708	726	646	434	1109	1158	581	481	1043	1104	198	0	36	92	145	195	350	499	509	363	218	177	207	249	383	523	613	526	315	1091	1161	441	461	492	791	728	608	639	1220	1291	728	756	787
922	307	293	2249	2218	2340	2118	2095	2101	2070	2178	2175	1945	1952	1922	1816	1791	1898	1900	1638	1638	1551	1559	1521	1515	1493	1489	1491	1458	1462	1484	1446	1424	1419	1405	1417	1387	1374	1341	1543	1552	1229	1123	1087	1296	1315	893	808	766	760	697	704	749	691	642	635	593	572	581	634	510	520	579	577	512	449	921	967	389	292	845	907	0	198	187	177	277	159	195	321	337	221	189	296	317	227	254	359	450	378	393	911	982	409	553	580	679	637	684	712	1066	1136	716	820	849
1270	947	1094	2507	2479	2126	2126	2147	2376	2350	1977	1945	2117	2248	2222	1831	1856	1670	1638	1844	1953	1844	1881	1858	1583	1652	1745	1834	1719	1625	1555	1519	1590	1687	1766	1444	1479	1718	1684	1262	1228	1501	1166	1210	955	921	1375	954	1064	1222	1186	1022	908	863	983	1152	1222	1121	946	820	1092	912	781	685	765	1138	344	307	555	654	70	0	907	1104	1090	1063	1150	978	801	648	657	809	984	1155	1162	994	820	671	621	715	1176	383	410	1008	1305	1317	815	891	1369	1384	688	717	1175	1444	1461
1204	878	1042	2450	2421	2096	2080	2099	2318	2291	1945	1915	2062	2189	2162	1783	1806	1638	1608	1786	1891	1783	1819	1795	1531	1595	1684	1771	1658	1568	1502	1466	1533	1626	1702	1393	1424	1654	1620	1229	1199	1439	1110	1151	922	892	1306	890	997	1153	1117	954	842	796	914	1082	1152	1051	876	753	1022	842	712	617	695	1069	307	283	487	587	0	70	845	1043	1030	1005	1093	923	748	598	610	757	931	1100	1108	942	771	627	583	674	1127	409	445	966	1260	1273	799	869	1329	1345	716	751	1148	1410	1428
830	312	563	2169	2138	2125	1956	1945	2024	1995	1963	1953	1830	1881	1851	1649	1638	1672	1666	1526	1566	1468	1487	1454	1354	1361	1390	1425	1360	1330	1323	1284	1291	1322	1344	1240	1228	1305	1270	1296	1298	1125	935	921	1032	1043	861	622	636	708	654	575	560	497	514	601	624	550	453	434	502	394	371	331	307	511	629	678	102	0	587	654	292	481	477	469	568	423	313	284	316	342	445	585	603	475	379	355	414	409	663	755	824	602	820	844	716	716	935	960	979	1043	889	1058	1084
860	398	646	2190	2159	2088	1945	1940	2047	2018	1927	1914	1839	1906	1877	1638	1633	1632	1622	1539	1593	1493	1515	1484	1348	1367	1409	1456	1380	1336	1317	1278	1298	1342	1377	1228	1224	1335	1301	1247	1243	1146	921	919	971	977	911	619	658	756	706	599	556	494	542	658	697	612	486	432	571	432	370	307	316	595	532	579	0	102	487	555	389	581	575	564	661	508	375	301	332	400	527	677	692	553	432	370	409	429	744	685	753	659	898	920	717	731	1006	1029	929	990	931	1121	1147
1077	907	1210	2243	2216	1819	1831	1856	2118	2092	1670	1638	1844	1996	1972	1540	1572	1363	1331	1584	1712	1602	1644	1626	1307	1389	1498	1604	1474	1363	1279	1245	1331	1445	1543	1166	1210	1493	1460	955	921	1270	906	964	649	614	1212	749	884	1070	1047	857	716	687	833	1027	1125	1011	813	662	999	797	644	555	654	1074	70	0	579	678	283	307	967	1158	1154	1141	1238	1078	920	791	811	937	1093	1251	1264	1113	960	836	814	891	1304	688	717	1175	1450	1468	1064	1125	1538	1557	994	1024	1391	1634	1655
1008	845	1172	2183	2156	1789	1783	1806	2057	2031	1638	1608	1786	1934	1909	1490	1518	1331	1302	1523	1648	1538	1579	1560	1250	1328	1434	1537	1410	1302	1222	1188	1270	1380	1476	1110	1151	1426	1393	922	892	1204	844	900	615	586	1141	679	814	1000	977	786	646	617	763	958	1057	943	744	593	932	729	575	487	587	1009	0	70	532	629	307	344	921	1109	1106	1096	1194	1037	885	763	785	904	1054	1208	1223	1075	929	813	798	869	1267	716	751	1148	1416	1435	1060	1116	1509	1529	1023	1057	1375	1609	1631
530	199	670	1816	1784	2043	1750	1715	1667	1636	1883	1891	1536	1517	1486	1460	1419	1632	1648	1231	1206	1126	1127	1088	1160	1109	1076	1057	1045	1079	1132	1096	1041	1006	970	1088	1035	944	913	1334	1362	828	833	766	1157	1197	456	562	446	349	288	400	527	497	360	229	145	172	327	473	122	303	457	528	426	0	1009	1074	595	511	1069	1138	449	434	465	512	578	578	637	723	749	666	609	610	641	647	701	780	864	813	750	1265	1334	843	892	924	1124	1087	1041	1072	1471	1537	1146	1190	1220
547	292	805	1874	1843	1835	1649	1638	1731	1702	1672	1666	1526	1590	1561	1343	1331	1388	1388	1225	1278	1177	1200	1170	1047	1056	1093	1142	1064	1025	1016	977	986	1027	1064	935	921	1021	986	1032	1043	830	630	614	797	824	618	316	342	463	422	285	253	191	232	388	472	362	184	128	345	148	67	102	0	426	587	654	316	307	695	765	512	646	658	674	772	669	605	590	622	636	697	797	822	733	674	661	715	716	905	979	1043	889	1065	1092	1021	1023	1195	1222	1240	1298	1186	1328	1357
596	389	868	1899	1870	1793	1638	1633	1760	1731	1632	1622	1539	1622	1593	1331	1327	1341	1337	1243	1313	1209	1237	1209	1042	1065	1120	1182	1091	1035	1011	972	997	1055	1107	921	919	1062	1027	971	977	860	614	615	720	742	690	317	387	537	504	339	256	197	297	477	570	457	264	141	444	242	95	0	102	528	487	555	307	331	617	685	577	726	735	746	846	729	643	603	635	673	756	869	892	789	709	674	716	731	968	929	990	931	1128	1154	1024	1036	1253	1279	1202	1258	1220	1381	1409
505	346	872	1821	1791	1767	1585	1575	1680	1651	1605	1599	1469	1540	1512	1278	1268	1321	1322	1169	1230	1127	1153	1123	984	997	1041	1096	1011	966	953	914	928	975	1020	870	858	976	941	966	979	779	564	552	737	767	594	252	297	442	409	246	189	126	202	384	484	368	170	63	363	158	0	95	67	457	575	644	370	371	712	781	579	708	721	739	836	736	672	653	685	703	764	862	887	800	741	724	775	779	971	1017	1079	956	1131	1159	1082	1086	1262	1289	1285	1342	1253	1396	1424
437	234	805	1777	1746	1829	1600	1581	1632	1602	1666	1667	1446	1488	1458	1298	1275	1395	1403	1141	1173	1076	1094	1061	997	984	1001	1032	970	953	966	928	914	932	950	898	868	911	877	1065	1086	736	607	567	863	900	481	297	252	325	279	189	246	202	126	241	328	214	63	170	205	0	158	242	148	303	729	797	432	394	842	912	520	611	631	659	750	678	653	672	703	685	709	778	806	747	724	741	806	790	900	1112	1177	922	1058	1087	1105	1094	1197	1226	1361	1422	1226	1337	1367
425	212	759	1739	1707	1925	1643	1611	1591	1560	1764	1772	1443	1442	1412	1350	1313	1511	1526	1137	1128	1042	1049	1011	1049	1005	984	980	953	975	1020	983	937	914	894	972	923	864	831	1213	1242	729	712	647	1040	1083	384	442	325	252	189	279	409	384	241	126	130	63	214	368	0	205	363	444	345	122	932	999	571	502	1022	1092	510	532	560	602	678	653	684	747	775	715	685	709	739	724	752	810	888	850	845	1254	1322	916	993	1024	1166	1138	1140	1170	1479	1544	1223	1287	1317
455	385	927	1762	1732	1708	1522	1512	1621	1592	1546	1541	1407	1482	1454	1216	1205	1264	1266	1108	1173	1069	1096	1068	921	934	981	1041	952	904	890	851	866	916	966	807	795	921	886	915	931	720	502	489	698	732	557	189	246	409	384	202	126	63	170	368	481	363	158	0	368	170	63	141	128	473	593	662	432	434	753	820	634	755	770	791	887	792	733	716	748	765	821	913	939	857	803	787	838	842	1025	1071	1131	1016	1185	1213	1145	1149	1318	1346	1342	1398	1314	1453	1482
377	289	864	1716	1685	1772	1538	1518	1571	1541	1610	1611	1384	1427	1398	1236	1212	1342	1351	1078	1113	1015	1034	1002	934	921	939	973	908	890	904	866	851	870	892	837	806	852	818	1020	1043	674	549	506	830	870	434	246	189	279	241	126	202	170	63	214	323	205	0	158	214	63	170	264	184	327	744	813	486	453	876	946	581	666	686	716	806	739	716	733	765	748	770	835	863	808	787	803	867	853	959	1161	1225	984	1116	1146	1166	1157	1256	1285	1415	1475	1289	1397	1427
364	272	822	1677	1645	1871	1583	1550	1528	1498	1711	1720	1380	1380	1349	1291	1252	1462	1479	1074	1065	980	986	949	990	944	921	918	890	913	961	925	875	851	832	916	864	802	769	1173	1204	667	664	594	1012	1058	324	409	279	189	126	241	384	368	214	63	118	0	205	363	63	214	368	457	362	172	943	1011	612	550	1051	1121	572	594	622	665	739	716	745	803	831	776	748	771	801	787	813	867	943	908	907	1298	1365	979	1055	1086	1224	1198	1202	1232	1529	1593	1285	1349	1380
413	320	812	1673	1641	1943	1627	1587	1524	1493	1784	1796	1400	1374	1343	1343	1296	1545	1566	1097	1063	986	985	946	1046	984	940	915	909	954	1019	985	918	871	828	985	924	803	773	1272	1307	698	753	674	1124	1171	315	520	378	230	179	350	499	486	331	138	0	118	323	481	130	328	484	570	472	145	1057	1125	697	624	1152	1222	593	574	606	655	717	722	778	856	883	807	754	749	780	792	843	916	997	951	889	1379	1447	988	1028	1060	1264	1229	1178	1208	1597	1663	1290	1327	1358
302	333	885	1614	1583	1818	1522	1488	1466	1435	1658	1669	1317	1318	1287	1232	1191	1413	1432	1011	1003	917	924	887	932	882	858	856	827	852	903	868	814	788	771	861	807	739	706	1135	1169	604	618	544	988	1037	264	384	241	126	63	214	368	363	205	0	138	63	214	368	126	241	384	477	388	229	958	1027	658	601	1082	1152	635	656	685	727	801	779	806	859	889	837	811	832	863	850	874	924	1000	966	969	1343	1409	1042	1116	1148	1283	1259	1264	1294	1580	1643	1348	1411	1442
318	347	924	1655	1624	1716	1476	1455	1511	1481	1553	1557	1321	1367	1338	1174	1150	1289	1300	1016	1053	955	975	943	872	858	877	914	847	827	842	804	788	809	835	777	744	794	759	976	1003	612	493	446	800	844	392	202	126	241	214	63	170	158	0	205	331	214	63	170	241	126	202	297	232	360	763	833	542	514	914	983	642	721	743	775	863	800	779	795	826	811	831	892	921	869	850	865	928	915	1018	1211	1275	1047	1174	1204	1228	1219	1315	1345	1470	1529	1352	1457	1487
407	430	983	1703	1673	1650	1459	1449	1563	1534	1487	1484	1345	1425	1396	1153	1142	1208	1212	1047	1116	1012	1040	1013	858	872	923	986	894	842	827	788	804	858	913	744	732	867	832	866	885	663	440	426	662	701	525	126	202	384	368	170	63	0	158	363	486	368	170	63	384	202	126	197	191	497	617	687	494	497	796	863	691	805	821	844	939	850	795	779	811	826	879	966	992	915	865	850	900	905	1081	1125	1184	1077	1241	1269	1208	1212	1375	1403	1399	1455	1376	1511	1540
365	479	1040	1644	1614	1592	1396	1386	1504	1476	1429	1427	1284	1367	1339	1090	1079	1153	1158	987	1061	955	985	959	795	811	864	933	836	780	764	725	742	800	862	681	669	815	780	819	842	607	378	363	631	674	499	63	170	368	363	158	0	63	170	368	499	384	202	126	409	246	189	256	253	527	646	716	556	560	842	908	749	856	874	899	992	908	857	842	874	888	937	1020	1047	974	927	913	963	968	1137	1180	1239	1138	1296	1325	1270	1275	1432	1460	1457	1512	1437	1569	1598
